model,target,location,season,disease,horizon,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,wis_relative_skill,wis_scaled_relative_skill,pop,density,inpatient_beds,median_facilities,burden,wis_per100k,normalized_wis_dens,wis_hosp_capacity,wis_facilities,wis_burden,omega
Baseline,wk inc hosp,ar,2023-2024,COVID-19,1,0.5953354474305551,0.020232704945040828,0.015593978593044915,0.5595087638924693,-0.0047619047619047875,1,1,0.3804710963910738,2.0999668332343493,1,3025891,58.194678618,7726.941176470588,84,5129,0.01967471556082341,0.01023006676157524,7.704671665463418e-5,0.007087326755125656,1.1607242102369957e-4,11.01825196545212
Baseline,wk inc hosp,ar,2023-2024,Influenza,1,0.3368880297329286,0.08364695319585122,0.1309754074723594,0.12226566906471799,-0.1667857142857143,0.35714285714285715,0.8214285714285714,0.4399481190172688,1.1456693866019023,1,3025891,58.194678618,7726.941176470588,84,3640,0.011133515045086839,0.005788983421393565,4.3599145125989934e-5,0.004010571782534864,9.255165652003532e-5,14.469964549891179
Baseline,wk inc hosp,as,2022-2023,COVID-19,1,0.18368531634833155,0.0023792237318991257,0,0.18130609261643243,0.005263157894736841,1,1,0.018240715277893296,2.598182955715416,1,NA,NA,150,1,3,NA,NA,0.0012245687756555436,0.18368531634833155,0.06122843878277718,NA
Baseline,wk inc hosp,as,2023-2024,COVID-19,1,0.1763283139317003,0,0,0.1763283139317003,0,1,1,0,1.1100301147887441,1,NA,NA,150,1,1,NA,NA,0.001175522092878002,0.1763283139317003,0.1763283139317003,NA
Baseline,wk inc hosp,az,2022-2023,COVID-19,1,0.412455144692966,0.012440776005017444,0.016221262929849403,0.38379310575809916,-0.026315789473684226,0.9210526315789473,1,0.23463995073568047,2.80246615995739,1,7276316,64.022113803,14659.978021978022,74,21207,0.005668461137380043,0.006442385610105221,2.8134772376508297e-5,0.005573718171526567,1.9449009510678835e-5,17.715813040059423
Baseline,wk inc hosp,az,2022-2023,Influenza,1,0.2997856379093193,0.12982789045796475,0.06402873655731295,0.1059290108940416,0.149375,0.34375,0.8125,0.3770851547682602,1.1576093201126259,1,7276316,64.022113803,14659.978021978022,74,6580,0.004120019497632034,0.004682532645388408,2.0449255616883265e-5,0.0040511572690448555,4.5560127341841835e-5,27.054612217430762
Baseline,wk inc hosp,az,2023-2024,COVID-19,1,0.5501654002470794,0.0074569370629071164,0.01502537554779758,0.5276830876363746,-0.026190476190476215,1,1,0.27699514980620576,2.420654264962106,1,7276316,64.022113803,14490.240196078432,72,10726,0.007561043256602371,0.008593365129117297,3.7967997272810804e-5,0.007641186114542769,5.1292690681249243e-5,14.386903211934465
Baseline,wk inc hosp,az,2023-2024,Influenza,1,0.39987493403253754,0.11321059730883888,0.1631860836242247,0.12347825309947393,-0.02392857142857142,0.25,0.7142857142857143,0.5106536348851232,1.3008620382299088,1,7276316,64.022113803,14490.240196078432,72,9072,0.005495568554644102,0.006245887714094811,2.759615635224306e-5,0.005553818528229688,4.407792482721975e-5,29.50153350361019
Baseline,wk inc hosp,ca,2022-2023,COVID-19,1,0.23123175016747297,0.010951649628711887,0.017452792866821994,0.2028273076719391,-0.022368421052631607,0.8421052631578947,0.9736842105263158,0.1509456240573819,2.1444061363763343,1,39237836,251.75436223,62078.34065934066,346,126949,5.893081110983617e-4,9.184816029373195e-4,3.7248378051271334e-6,6.682998559753554e-4,1.8214538922517938e-6,25.992928812588122
Baseline,wk inc hosp,ca,2022-2023,Influenza,1,0.30177027462190964,0.08322410132548075,0.08921116559470847,0.1293350077017204,0.05374999999999999,0.40625,0.6875,0.3197851695913113,1.310071671612175,1,39237836,251.75436223,62078.34065934066,346,19291,7.690798101656515e-4,0.0011986694965238206,4.861120181641059e-6,8.721684237627446e-4,1.564306021574359e-5,31.247493784085556
Baseline,wk inc hosp,ca,2023-2024,COVID-19,1,0.35773464363738694,0.016331694394365232,0.012123415048514236,0.32927953419450745,0.007142857142857136,0.9523809523809523,1,0.217874570898798,2.092174418066799,1,39237836,251.75436223,62704.220588235294,342,56664,9.117083919648039e-4,0.0014209670111319244,5.70511267473606e-6,0.0010460077299338799,6.313261394137141e-6,22.47149289437652
Baseline,wk inc hosp,ca,2023-2024,Influenza,1,0.3555473763842754,0.06928269643120981,0.1436149028568317,0.1426497770962339,0.04821428571428574,0.32142857142857145,0.8928571428571429,0.4157640712733897,1.3739707983738576,1,39237836,251.75436223,62704.220588235294,342,14530,9.061340089812175e-4,0.0014122789104224192,5.670230377618058e-6,0.0010396122116499281,2.4469881375380278e-5,28.507748488735775
Baseline,wk inc hosp,co,2022-2023,COVID-19,1,0.4609448394758489,0.011599463427849852,0.009527095063120324,0.43981828098487874,0.010526315789473658,1,1,0.24603036876712703,2.7920064364495194,1,5812069,56.081421447,10500.857142857143,90,15440,0.007930821872139662,0.008219207494793386,4.3895925180678344e-5,0.005121609327509432,2.985394038056016e-5,13.124882540451143
Baseline,wk inc hosp,co,2022-2023,Influenza,1,0.33963150630292377,0.0713670359836151,0.08238927291074546,0.1858751974085632,-0.0728125,0.59375,0.8125,0.3951758765389506,1.2050817712531325,1,5812069,56.081421447,10500.857142857143,90,2350,0.0058435559919010555,0.006056043116237596,3.234321748048413e-5,0.00377368340336582,1.4452404523528672e-4,12.123628700709277
Baseline,wk inc hosp,co,2023-2024,COVID-19,1,0.5861789464364117,0.007728708871587468,0.01266485854940412,0.5657853790154201,-0.038095238095238126,1,1,0.2969769606188173,2.3956816293107885,1,5812069,56.081421447,10568.35294117647,90,8816,0.010085546927202888,0.010452284041879764,5.546549681857598e-5,0.0065130994048490185,6.649035236347682e-5,12.488492399017836
Baseline,wk inc hosp,co,2023-2024,Influenza,1,0.3092830777451035,0.0847060252579295,0.11010117681293786,0.11447587567423612,-0.02857142857142856,0.2857142857142857,0.7857142857142857,0.4372083346570066,1.158565005312504,1,5812069,56.081421447,10568.35294117647,90,3735,0.005321393771221634,0.005514893698573473,2.9265021661045518e-5,0.003436478641612261,8.280671425571713e-5,13.358498271168639
Baseline,wk inc hosp,ct,2022-2023,COVID-19,1,0.38172868159352324,0.024855956500902655,0.012548715983286982,0.34432400910933364,0.026315789473684195,0.9210526315789473,1,0.2330051796063147,2.388722946298096,1,3605597,744.55699104,7518.728021978022,30,15648,0.01058711446657858,5.126923609438187e-4,5.077038037254316e-5,0.012724289386450776,2.4394726584453174e-5,11.302134177143975
Baseline,wk inc hosp,ct,2022-2023,Influenza,1,0.3273001812614238,0.12145582382847976,0.0862430086003461,0.1196013488325979,0.115625,0.4375,0.65625,0.38557645246460936,1.1156375361137219,1,3605597,744.55699104,7518.728021978022,30,2784,0.009077558619596804,4.395905017347963e-4,4.353132342394769e-5,0.01091000604204746,1.1756472028068384e-4,16.644738082970655
Baseline,wk inc hosp,ct,2023-2024,COVID-19,1,0.5701817217707003,0.01627928280303608,0.017733415060531263,0.536169023907133,-0.02619047619047621,0.9761904761904762,1,0.34553133159325067,2.116082055187105,1,3605597,744.55699104,7893.019607843137,30,6852,0.01581379510163505,7.657999704955672e-4,7.223873119536178e-5,0.019006057392356675,8.321391152520436e-5,11.954893533039945
Baseline,wk inc hosp,ct,2023-2024,Influenza,1,0.3230887990914749,0.07293222849123496,0.12993438426125628,0.12022218633898363,-0.06964285714285713,0.35714285714285715,0.8214285714285714,0.4814872638713023,1.00878362005332,1,3605597,744.55699104,7893.019607843137,30,2719,0.008960757375033174,4.33934276327435e-4,4.09334849200714e-5,0.010769626636382498,1.1882633287659982e-4,13.98437734276634
Baseline,wk inc hosp,dc,2022-2023,COVID-19,1,0.4312322202471842,0.005684656748495294,0.02994585637806884,0.3956017071206201,-0.08684210526315791,0.9736842105263158,1,0.3876769959729616,1.5791407973475222,1,670050,10961.845722,3231.145604395605,9,3456,0.06435821509546813,3.933938053714055e-5,1.3346109183706917e-4,0.04791469113857602,1.247778415067084e-4,11.20142362946085
Baseline,wk inc hosp,dc,2022-2023,Influenza,1,0.3060140471130599,0.10849578449248434,0.10661723657431163,0.09090102604626392,0.0034375000000000065,0.375,0.78125,0.4284281505072212,0.9577356292456046,1,670050,10961.845722,3231.145604395605,9,500,0.04567033014149092,2.7916288449389647e-5,9.470760051690729e-5,0.03400156079033999,6.120280942261198e-4,12.992435005910252
Baseline,wk inc hosp,dc,2023-2024,COVID-19,1,0.5350692600367832,0.025274660566505215,0.019865428003125858,0.48992917146715215,-0.009523809523809549,1,1,0.5509781837789657,1.5905031647554329,1,670050,10961.845722,2979.2401960784314,9,1536,0.07985512424994899,4.881196776587723e-5,1.7959923497980928e-4,0.05945214000408702,3.483523828364474e-4,14.312258175275572
Baseline,wk inc hosp,dc,2023-2024,Influenza,1,0.41980545959516286,0.10317383983742259,0.2225221583781178,0.09410946137962245,-0.04392857142857142,0.25,0.8214285714285714,0.6732997055096974,0.9647005058756156,1,670050,10961.845722,2979.2401960784314,9,544,0.06265285569661411,3.829696843412324e-5,1.4091024286922284e-4,0.046645051066129206,7.717012124911082e-4,10.883019765741675
Baseline,wk inc hosp,de,2022-2023,COVID-19,1,0.44973834817572067,0.04278602065300792,0.01029526006082569,0.39665706746188706,0.08157894736842103,0.9473684210526315,1,0.44026461738887124,1.6114420003166998,1,1003384,514.93862029,2521.901098901099,8,3431,0.044822156639503986,8.733824391001004e-4,1.7833306324807545e-4,0.056217293521965084,1.3108083595911416e-4,11.830919753892433
Baseline,wk inc hosp,de,2022-2023,Influenza,1,0.4165678347360684,0.16618652355507244,0.12214747272884466,0.12823383845215128,-0.025000000000000005,0.53125,0.78125,0.6583264356124809,0.987309011127851,1,1003384,514.93862029,2521.901098901099,8,442,0.04151629234032717,8.089659977367172e-4,1.651800837541111e-4,0.05207097934200855,9.424611645612407e-4,19.017732440473733
Baseline,wk inc hosp,de,2023-2024,COVID-19,1,0.5283937268885865,0.02472011774552249,0.013173222317390137,0.49050038682567393,0.023809523809523784,1,1,0.4394129574350528,1.753620132151822,1,1003384,514.93862029,2491.426470588235,8,1790,0.05266116729871979,0.0010261295347997184,2.120848169217014e-4,0.06604921586107332,2.951920261947411e-4,11.037645784867667
Baseline,wk inc hosp,de,2023-2024,Influenza,1,0.3548086796511558,0.09602876658960816,0.13376548496554494,0.1250144280960027,0.0667857142857143,0.42857142857142855,0.9285714285714286,0.5137499971121231,1.0250516818865965,1,1003384,514.93862029,2491.426470588235,8,517,0.03536120564521218,6.890310139319844e-4,0.00014241186077122484,0.044351084956394476,6.862837130583284e-4,11.674853829978682
Baseline,wk inc hosp,fl,2022-2023,COVID-19,1,0.391992387010422,0.03194433373742886,0.012183833445677517,0.34786421982731563,-0.028947368421052656,0.9473684210526315,0.9736842105263158,0.19213614265302065,3.1733000529470363,1,21781128,405.98041819,56061.68681318681,204,83913,0.001799688184241064,9.655450594342913e-4,6.992161836240319e-6,0.0019215313088746177,4.671414286349218e-6,22.276222808017966
Baseline,wk inc hosp,fl,2022-2023,Influenza,1,0.13806436078571466,0.024931018610349836,0.058451233301292795,0.054682108874072016,-0.209375,0.40625,0.84375,0.16638834321585305,0.9597398633130942,1,21781128,405.98041819,56061.68681318681,204,16387,6.338714908874997e-4,3.400764041804108e-4,2.462722201809297e-6,6.767860822829149e-4,8.425237126119159e-6,21.81568365245543
Baseline,wk inc hosp,fl,2023-2024,COVID-19,1,0.4945092394709285,0.012816925910527672,0.02100671566405623,0.4606855978963446,-0.007142857142857157,0.9761904761904762,1,0.29181275314861366,2.4053672127194563,1,21781128,405.98041819,56236.117647058825,204,34069,0.0022703564272287848,0.001218061801294802,8.793445567748782e-6,0.0024240648993672964,1.4514932621178447e-5,25.287843726238545
Baseline,wk inc hosp,fl,2023-2024,Influenza,1,0.17895382646606095,0.05057434409333795,0.0794950931515577,0.04888438922116531,0.001428571428571418,0.17857142857142858,0.6785714285714286,0.26543523234523175,1.14010792764032,1,21781128,405.98041819,56236.117647058825,204,18401,8.216003618639996e-4,4.407942315639225e-4,3.182186714758399e-6,8.772246395395145e-4,9.725222893650396e-6,20.55943592082573
Baseline,wk inc hosp,ga,2022-2023,COVID-19,1,0.5114162526267096,0.020782207006521603,0.002934223167584778,0.4876998224526033,0.0921052631578947,1,1,0.2538955082940378,2.7377350098645907,1,10799566,187.11258523,21006.00824175824,138,30172,0.004735525970457606,0.0027332007197595687,2.4346189277887438e-5,0.0037059148741065916,1.6950028258872783e-5,19.348736046020797
Baseline,wk inc hosp,ga,2022-2023,Influenza,1,0.19369513059973134,0.03675244055381866,0.10905276976604102,0.04788992027987166,-0.221875,0.28125,0.6875,0.26606829141495725,0.9792310870299215,1,10799566,187.11258523,21006.00824175824,138,4151,0.0017935455054372681,0.0010351795971481022,9.220939474577617e-6,0.0014035879028966038,4.6662281522459975e-5,12.998038762332786
Baseline,wk inc hosp,ga,2023-2024,COVID-19,1,0.65816949062314,0.011155277120084978,0.030407781820338396,0.6166064316827167,-0.07380952380952384,0.9761904761904762,1,0.40764166444248684,2.218384102623127,1,10799566,187.11258523,21367.46568627451,135,16355,0.006094406855082325,0.0035175051951428804,3.080241242862593e-5,0.004875329560171408,4.024270807845552e-5,17.986889496526924
Baseline,wk inc hosp,ga,2023-2024,Influenza,1,0.36957115574455796,0.09294484561993768,0.19842838283420197,0.07819792729041833,0.07142857142857142,0.25,0.6071428571428571,0.4728824772536788,1.2500647036622663,1,10799566,187.11258523,21367.46568627451,135,7641,0.0034220926632103363,0.001975127195694927,1.729597516012176e-5,0.0027375641166263553,4.836685718421122e-5,20.54266101761283
Baseline,wk inc hosp,hi,2022-2023,COVID-19,1,0.33192128455822956,0.019060997642360702,0.022098421815191,0.29076186510067786,-0.034210526315789504,0.9210526315789473,1,0.2748389944084111,1.6651596800385364,1,1441553,224.45613791,2523.186813186813,24,5720,0.02302525710523509,0.0014787801645741573,1.315484381986799e-4,0.013830053523259564,5.802819660108908e-5,12.092707419988391
Baseline,wk inc hosp,hi,2022-2023,Influenza,1,0.41504905228858247,0.1798581551622315,0.14666891613921013,0.08852198098714086,-3.124999999999864e-4,0.3125,0.75,0.6361918533933565,1.0307030850842847,1,1441553,224.45613791,2523.186813186813,24,378,0.028791799697172597,0.0018491321117491755,1.644939844007709e-4,0.01729371051202427,0.0010980133658428108,12.783990518474585
Baseline,wk inc hosp,hi,2023-2024,COVID-19,1,0.4145714110782903,0.009759380347528348,0.022467934553549763,0.3823440961772122,-0.08571428571428573,1,1,0.3092240109768438,2.0862744749404847,1,1441553,224.45613791,2514.848039215686,24,2547,0.02875866590255719,0.0018470041182144937,1.6484948776769194e-4,0.017273808794928763,1.627685163244171e-4,13.527436035704222
Baseline,wk inc hosp,hi,2023-2024,Influenza,1,0.2534152890726066,0.09500312964530558,0.07289158101385408,0.08552057841344692,-0.1025,0.39285714285714285,0.7857142857142857,0.3785512285611875,0.960313177024732,1,1441553,224.45613791,2514.848039215686,24,529,0.01757932514951629,0.001129019199172973,1.0076763491110979e-4,0.010558970378025273,4.790459150710899e-4,11.623928244836378
Baseline,wk inc hosp,ia,2022-2023,COVID-19,1,0.461438751451347,0.021573639085102916,0.010890596217515317,0.4289745161487288,0.013157894736842103,0.9736842105263158,1,0.3355986909588027,1.5983324410605015,1,3193079,57.169008467,7029.956043956044,115,7979,0.014451216254008968,0.008071484250382023,6.563892413638429e-5,0.004012510882185626,5.7831652017965534e-5,10.377112629479868
Baseline,wk inc hosp,ia,2022-2023,Influenza,1,0.35149453413057413,0.1147719587450848,0.1093903411588315,0.12733223422665782,-0.033437499999999995,0.5,0.71875,0.47114101650169116,0.9774481792310741,1,3193079,57.169008467,7029.956043956044,115,2191,0.011008012458525897,0.006148340570459069,4.9999535122665404e-5,0.0030564742098310796,1.6042653314950897e-4,19.381959388138892
Baseline,wk inc hosp,ia,2023-2024,COVID-19,1,0.5769538098045397,0.013321212689926507,0.014651903707269251,0.548980693407344,-0.03809523809523811,1,1,0.41209080145545823,1.7758110964925555,1,3193079,57.169008467,7092.421568627451,113,5000,0.018068886169259817,0.010092073052790099,8.134792950783292e-5,0.0051057859274738025,1.1539076196090793e-4,12.939615375713064
Baseline,wk inc hosp,ia,2023-2024,Influenza,1,0.32895282528250486,0.06515250284689283,0.16296789429148123,0.10083242814413082,-0.275,0.21428571428571427,0.7857142857142857,0.4607116249066126,1.1092550960241219,1,3193079,57.169008467,7092.421568627451,113,2126,0.010302057208183852,0.005754041116042588,4.6380890095082844e-5,0.0029110869494026977,1.5472851612535505e-4,13.175129548104758
Baseline,wk inc hosp,id,2022-2023,COVID-19,1,0.47028638406602724,0.017235015666388267,0.015869387114900012,0.43718198128473895,-0.03947368421052634,1,1,0.31506104154990583,2.2310859565484122,1,1900923,23.001022601,2837.0906593406594,45,4416,0.024739896569510034,0.020446325027548163,1.6576360805308982e-4,0.010450808534800606,1.0649601088451703e-4,10.028804996937634
Baseline,wk inc hosp,id,2022-2023,Influenza,1,0.4504384908322994,0.1634070390434557,0.1904598862521054,0.09657156553673835,-0.024375,0.375,0.65625,0.5826343482564114,1.0344769275260512,1,1900923,23.001022601,2837.0906593406594,45,1645,0.023695777831732236,0.019583411513743567,1.5876774658197968e-4,0.010009744240717764,2.7382279077951333e-4,15.97596193987486
Baseline,wk inc hosp,id,2023-2024,COVID-19,1,0.5430833233456578,0.015658847875080855,0.027040704961985462,0.5003837705085915,-0.04761904761904765,0.9761904761904762,1,0.46029587393778926,1.774979190524474,1,1900923,23.001022601,2857.642156862745,45,2808,0.02856945406761125,0.02361126862777164,1.900459517093212e-4,0.012068518296570173,1.9340574193221432e-4,11.130201143738939
Baseline,wk inc hosp,id,2023-2024,Influenza,1,0.3727493884777012,0.10431819843765307,0.1445907868186679,0.12384040322138024,0.032857142857142876,0.25,0.8928571428571429,0.486955592163924,1.139397917648652,1,1900923,23.001022601,2857.642156862745,45,1516,0.019608863087968383,0.01620577462766788,1.3043949102672922e-4,0.008283319743948915,2.4587690532829894e-4,14.805220275825315
Baseline,wk inc hosp,il,2022-2023,COVID-19,1,0.3033539202320844,0.008988050297096022,0.013402547774949742,0.2809633221600386,-0.03947368421052634,0.9473684210526315,1,0.2134012558128527,2.0432033100651683,1,12671469,228.2588546,28582.126373626375,177,43550,0.002393991732387811,0.0013289908107340708,1.061341330125804e-5,0.0017138639561134713,6.965646848038678e-6,17.142015732953343
Baseline,wk inc hosp,il,2022-2023,Influenza,1,0.3175180096561126,0.08634615171422844,0.10072613555215472,0.13044572238972943,-0.051250000000000004,0.375,0.6875,0.37673444667521727,1.154709336760861,1,12671469,228.2588546,28582.126373626375,177,7338,0.0025057711119059094,0.0013910435597888635,1.1108970882904514e-5,0.0017938870602040259,4.327037471465148e-5,25.910457857510572
Baseline,wk inc hosp,il,2023-2024,COVID-19,1,0.5009691119672475,0.01586216261553754,0.01355128398758111,0.4715556653641288,-0.023809523809523822,0.9523809523809523,1,0.26524333144475454,2.247188432492223,1,12671469,228.2588546,28210.33823529412,176,22927,0.003953520400572716,0.0021947411978612786,1.7758351842108794e-5,0.002846415408904815,2.185061769822687e-5,19.602505238362756
Baseline,wk inc hosp,il,2023-2024,Influenza,1,0.30813491161655965,0.06299652052936337,0.13398943530516544,0.11114895578203084,-0.031428571428571424,0.21428571428571427,0.9285714285714286,0.40813597805274443,1.2645976159181802,1,12671469,228.2588546,28210.33823529412,176,6431,0.002431722096440118,0.0013499362912187314,1.0922765584960278e-5,0.001750766543275907,4.7913996519446375e-5,17.66142719849225
Baseline,wk inc hosp,in,2022-2023,COVID-19,1,0.4656934649816778,0.02253873464127785,0.005393103217543763,0.4377616271228562,0.07368421052631577,1,1,0.2987948800769297,2.434932196633948,1,6805985,189.97357795,14972.997252747253,122,18275,0.006842410980654201,0.0024513591311326765,3.110222069240226e-5,0.0038171595490301457,2.548254254345706e-5,14.478989099089912
Baseline,wk inc hosp,in,2022-2023,Influenza,1,0.2553622132594687,0.08809867446940585,0.06422150300283799,0.10304203578722482,0.1628125,0.40625,0.75,0.30376668677701507,1.1962057391769356,1,6805985,189.97357795,14972.997252747253,122,6080,0.0037520243323996257,0.001344198577586819,1.7054849403155718e-5,0.0020931328955694152,4.2000364022938926e-5,24.23816062903743
Baseline,wk inc hosp,in,2023-2024,COVID-19,1,0.624128069918777,0.028611915326788057,0.02169714898282356,0.5738190056091654,-0.00714285714285716,0.9523809523809523,1,0.382036779048654,2.020545862972591,1,6805985,189.97357795,15040.372549019608,122,11399,0.009170282771983439,0.0032853414493411504,4.149684908964972e-5,0.005115803851793254,5.475287919280437e-5,15.644509806038032
