,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
376,nc,pct_ed_visits_covid,202246,202551,161,1.43,,,state,nssp
377,nd,pct_ed_visits_covid,202246,202551,161,2.6,,,state,nssp
378,ne,pct_ed_visits_covid,202246,202551,161,2.34,,,state,nssp
379,nh,pct_ed_visits_covid,202246,202551,161,1.57,,,state,nssp
380,nj,pct_ed_visits_covid,202246,202551,161,1.96,,,state,nssp
381,nm,pct_ed_visits_covid,202246,202551,161,5.09,,,state,nssp
382,nv,pct_ed_visits_covid,202246,202551,161,2.48,,,state,nssp
383,ny,pct_ed_visits_covid,202246,202551,161,2.01,,,state,nssp
384,oh,pct_ed_visits_covid,202246,202551,161,1.91,,,state,nssp
385,ok,pct_ed_visits_covid,202246,202551,161,1.29,,,state,nssp
386,or,pct_ed_visits_covid,202246,202551,161,2.17,,,state,nssp
387,pa,pct_ed_visits_covid,202246,202551,161,1.57,,,state,nssp
388,ri,pct_ed_visits_covid,202246,202551,161,1.64,,,state,nssp
389,sc,pct_ed_visits_covid,202246,202551,161,1.17,,,state,nssp
390,sd,pct_ed_visits_covid,202246,202551,161,1.78,,,state,nssp
391,tn,pct_ed_visits_covid,202246,202551,161,1.27,,,state,nssp
392,tx,pct_ed_visits_covid,202246,202551,161,1.02,,,state,nssp
393,ut,pct_ed_visits_covid,202246,202551,161,3.66,,,state,nssp
394,va,pct_ed_visits_covid,202246,202551,161,1.68,,,state,nssp
395,vt,pct_ed_visits_covid,202246,202551,161,1.81,,,state,nssp
396,wa,pct_ed_visits_covid,202246,202551,161,2.02,,,state,nssp
397,wi,pct_ed_visits_covid,202246,202551,161,1.77,,,state,nssp
398,wv,pct_ed_visits_covid,202246,202551,161,1.6,,,state,nssp
399,wy,pct_ed_visits_covid,202246,202551,161,3.5,,,state,nssp
400,ak,pct_ed_visits_covid,202247,202551,160,1.78,,,state,nssp
401,al,pct_ed_visits_covid,202247,202551,160,1.45,,,state,nssp
402,ar,pct_ed_visits_covid,202247,202551,160,1.42,,,state,nssp
403,az,pct_ed_visits_covid,202247,202551,160,6.12,,,state,nssp
404,ca,pct_ed_visits_covid,202247,202551,160,2.6,,,state,nssp
405,co,pct_ed_visits_covid,202247,202551,160,3.72,,,state,nssp
406,ct,pct_ed_visits_covid,202247,202551,160,2.52,,,state,nssp
407,dc,pct_ed_visits_covid,202247,202551,160,2.51,,,state,nssp
408,de,pct_ed_visits_covid,202247,202551,160,2.12,,,state,nssp
409,fl,pct_ed_visits_covid,202247,202551,160,1.59,,,state,nssp
410,ga,pct_ed_visits_covid,202247,202551,160,1.07,,,state,nssp
411,hi,pct_ed_visits_covid,202247,202551,160,2.2,,,state,nssp
412,ia,pct_ed_visits_covid,202247,202551,160,2.88,,,state,nssp
413,id,pct_ed_visits_covid,202247,202551,160,3.24,,,state,nssp
414,il,pct_ed_visits_covid,202247,202551,160,3.02,,,state,nssp
415,in,pct_ed_visits_covid,202247,202551,160,2.8,,,state,nssp
416,ks,pct_ed_visits_covid,202247,202551,160,2.4,,,state,nssp
417,ky,pct_ed_visits_covid,202247,202551,160,2.24,,,state,nssp
418,la,pct_ed_visits_covid,202247,202551,160,1.76,,,state,nssp
419,ma,pct_ed_visits_covid,202247,202551,160,2.52,,,state,nssp
420,md,pct_ed_visits_covid,202247,202551,160,2.24,,,state,nssp
421,me,pct_ed_visits_covid,202247,202551,160,1.93,,,state,nssp
422,mi,pct_ed_visits_covid,202247,202551,160,2.51,,,state,nssp
423,mn,pct_ed_visits_covid,202247,202551,160,2.13,,,state,nssp
424,ms,pct_ed_visits_covid,202247,202551,160,1.43,,,state,nssp
425,mt,pct_ed_visits_covid,202247,202551,160,2.66,,,state,nssp
426,nc,pct_ed_visits_covid,202247,202551,160,1.87,,,state,nssp
427,nd,pct_ed_visits_covid,202247,202551,160,3.61,,,state,nssp
428,ne,pct_ed_visits_covid,202247,202551,160,3.11,,,state,nssp
429,nh,pct_ed_visits_covid,202247,202551,160,1.78,,,state,nssp
430,nj,pct_ed_visits_covid,202247,202551,160,2.21,,,state,nssp
431,nm,pct_ed_visits_covid,202247,202551,160,5.46,,,state,nssp
432,nv,pct_ed_visits_covid,202247,202551,160,2.97,,,state,nssp
433,ny,pct_ed_visits_covid,202247,202551,160,2.41,,,state,nssp
434,oh,pct_ed_visits_covid,202247,202551,160,2.34,,,state,nssp
435,ok,pct_ed_visits_covid,202247,202551,160,2.11,,,state,nssp
436,or,pct_ed_visits_covid,202247,202551,160,2.78,,,state,nssp
437,pa,pct_ed_visits_covid,202247,202551,160,1.85,,,state,nssp
438,ri,pct_ed_visits_covid,202247,202551,160,1.97,,,state,nssp
439,sc,pct_ed_visits_covid,202247,202551,160,1.67,,,state,nssp
440,sd,pct_ed_visits_covid,202247,202551,160,1.95,,,state,nssp
441,tn,pct_ed_visits_covid,202247,202551,160,1.75,,,state,nssp
442,tx,pct_ed_visits_covid,202247,202551,160,1.7,,,state,nssp
443,ut,pct_ed_visits_covid,202247,202551,160,3.99,,,state,nssp
444,va,pct_ed_visits_covid,202247,202551,160,2.1,,,state,nssp
445,vt,pct_ed_visits_covid,202247,202551,160,2.13,,,state,nssp
446,wa,pct_ed_visits_covid,202247,202551,160,2.65,,,state,nssp
447,wi,pct_ed_visits_covid,202247,202551,160,2.29,,,state,nssp
448,wv,pct_ed_visits_covid,202247,202551,160,1.91,,,state,nssp
449,wy,pct_ed_visits_covid,202247,202551,160,4.02,,,state,nssp
450,ak,pct_ed_visits_covid,202248,202551,159,1.43,,,state,nssp
451,al,pct_ed_visits_covid,202248,202551,159,2.13,,,state,nssp
452,ar,pct_ed_visits_covid,202248,202551,159,1.76,,,state,nssp
453,az,pct_ed_visits_covid,202248,202551,159,5.8,,,state,nssp
454,ca,pct_ed_visits_covid,202248,202551,159,3.2,,,state,nssp
455,co,pct_ed_visits_covid,202248,202551,159,3.53,,,state,nssp
456,ct,pct_ed_visits_covid,202248,202551,159,3.21,,,state,nssp
457,dc,pct_ed_visits_covid,202248,202551,159,2.58,,,state,nssp
458,de,pct_ed_visits_covid,202248,202551,159,2.27,,,state,nssp
459,fl,pct_ed_visits_covid,202248,202551,159,1.91,,,state,nssp
460,ga,pct_ed_visits_covid,202248,202551,159,1.34,,,state,nssp
461,hi,pct_ed_visits_covid,202248,202551,159,2.27,,,state,nssp
462,ia,pct_ed_visits_covid,202248,202551,159,3.58,,,state,nssp
463,id,pct_ed_visits_covid,202248,202551,159,3.05,,,state,nssp
464,il,pct_ed_visits_covid,202248,202551,159,3.61,,,state,nssp
465,in,pct_ed_visits_covid,202248,202551,159,3.52,,,state,nssp
466,ks,pct_ed_visits_covid,202248,202551,159,2.89,,,state,nssp
467,ky,pct_ed_visits_covid,202248,202551,159,2.33,,,state,nssp
468,la,pct_ed_visits_covid,202248,202551,159,1.95,,,state,nssp
469,ma,pct_ed_visits_covid,202248,202551,159,3.1,,,state,nssp
470,md,pct_ed_visits_covid,202248,202551,159,2.92,,,state,nssp
471,me,pct_ed_visits_covid,202248,202551,159,2.08,,,state,nssp
472,mi,pct_ed_visits_covid,202248,202551,159,2.98,,,state,nssp
473,mn,pct_ed_visits_covid,202248,202551,159,2.6,,,state,nssp
474,ms,pct_ed_visits_covid,202248,202551,159,2.04,,,state,nssp
475,mt,pct_ed_visits_covid,202248,202551,159,2.61,,,state,nssp
476,nc,pct_ed_visits_covid,202248,202551,159,2.23,,,state,nssp
477,nd,pct_ed_visits_covid,202248,202551,159,3.87,,,state,nssp
478,ne,pct_ed_visits_covid,202248,202551,159,3.62,,,state,nssp
479,nh,pct_ed_visits_covid,202248,202551,159,2.16,,,state,nssp
480,nj,pct_ed_visits_covid,202248,202551,159,2.66,,,state,nssp
481,nm,pct_ed_visits_covid,202248,202551,159,4.56,,,state,nssp
482,nv,pct_ed_visits_covid,202248,202551,159,2.87,,,state,nssp
483,ny,pct_ed_visits_covid,202248,202551,159,2.68,,,state,nssp
484,oh,pct_ed_visits_covid,202248,202551,159,2.85,,,state,nssp
485,ok,pct_ed_visits_covid,202248,202551,159,2.66,,,state,nssp
486,or,pct_ed_visits_covid,202248,202551,159,2.97,,,state,nssp
487,pa,pct_ed_visits_covid,202248,202551,159,2.14,,,state,nssp
488,ri,pct_ed_visits_covid,202248,202551,159,2.42,,,state,nssp
489,sc,pct_ed_visits_covid,202248,202551,159,2.49,,,state,nssp
490,sd,pct_ed_visits_covid,202248,202551,159,1.66,,,state,nssp
491,tn,pct_ed_visits_covid,202248,202551,159,2.14,,,state,nssp
492,tx,pct_ed_visits_covid,202248,202551,159,2.1,,,state,nssp
493,ut,pct_ed_visits_covid,202248,202551,159,4.57,,,state,nssp
494,va,pct_ed_visits_covid,202248,202551,159,2.67,,,state,nssp
495,vt,pct_ed_visits_covid,202248,202551,159,2.84,,,state,nssp
496,wa,pct_ed_visits_covid,202248,202551,159,2.84,,,state,nssp
497,wi,pct_ed_visits_covid,202248,202551,159,2.38,,,state,nssp
498,wv,pct_ed_visits_covid,202248,202551,159,1.86,,,state,nssp
499,wy,pct_ed_visits_covid,202248,202551,159,3.43,,,state,nssp
500,ak,pct_ed_visits_covid,202249,202551,158,1.67,,,state,nssp
501,al,pct_ed_visits_covid,202249,202551,158,2.35,,,state,nssp
502,ar,pct_ed_visits_covid,202249,202551,158,1.91,,,state,nssp
503,az,pct_ed_visits_covid,202249,202551,158,5.14,,,state,nssp
504,ca,pct_ed_visits_covid,202249,202551,158,3.08,,,state,nssp
505,co,pct_ed_visits_covid,202249,202551,158,3.05,,,state,nssp
506,ct,pct_ed_visits_covid,202249,202551,158,3.36,,,state,nssp
507,dc,pct_ed_visits_covid,202249,202551,158,3.34,,,state,nssp
508,de,pct_ed_visits_covid,202249,202551,158,2.47,,,state,nssp
509,fl,pct_ed_visits_covid,202249,202551,158,2.08,,,state,nssp
510,ga,pct_ed_visits_covid,202249,202551,158,1.67,,,state,nssp
511,hi,pct_ed_visits_covid,202249,202551,158,2.76,,,state,nssp
512,ia,pct_ed_visits_covid,202249,202551,158,3.33,,,state,nssp
513,id,pct_ed_visits_covid,202249,202551,158,2.53,,,state,nssp
514,il,pct_ed_visits_covid,202249,202551,158,3.75,,,state,nssp
515,in,pct_ed_visits_covid,202249,202551,158,3.63,,,state,nssp
516,ks,pct_ed_visits_covid,202249,202551,158,2.98,,,state,nssp
517,ky,pct_ed_visits_covid,202249,202551,158,2.46,,,state,nssp
518,la,pct_ed_visits_covid,202249,202551,158,2.09,,,state,nssp
519,ma,pct_ed_visits_covid,202249,202551,158,3.47,,,state,nssp
520,md,pct_ed_visits_covid,202249,202551,158,3.28,,,state,nssp
521,me,pct_ed_visits_covid,202249,202551,158,2.18,,,state,nssp
522,mi,pct_ed_visits_covid,202249,202551,158,3.07,,,state,nssp
523,mn,pct_ed_visits_covid,202249,202551,158,2.73,,,state,nssp
524,ms,pct_ed_visits_covid,202249,202551,158,2.13,,,state,nssp
525,mt,pct_ed_visits_covid,202249,202551,158,2.85,,,state,nssp
526,nc,pct_ed_visits_covid,202249,202551,158,2.86,,,state,nssp
527,nd,pct_ed_visits_covid,202249,202551,158,3.25,,,state,nssp
528,ne,pct_ed_visits_covid,202249,202551,158,3.13,,,state,nssp
529,nh,pct_ed_visits_covid,202249,202551,158,2.2,,,state,nssp
530,nj,pct_ed_visits_covid,202249,202551,158,3.01,,,state,nssp
531,nm,pct_ed_visits_covid,202249,202551,158,4.07,,,state,nssp
532,nv,pct_ed_visits_covid,202249,202551,158,2.62,,,state,nssp
533,ny,pct_ed_visits_covid,202249,202551,158,2.77,,,state,nssp
534,oh,pct_ed_visits_covid,202249,202551,158,2.93,,,state,nssp
535,ok,pct_ed_visits_covid,202249,202551,158,2.91,,,state,nssp
536,or,pct_ed_visits_covid,202249,202551,158,2.87,,,state,nssp
537,pa,pct_ed_visits_covid,202249,202551,158,2.26,,,state,nssp
538,ri,pct_ed_visits_covid,202249,202551,158,2.61,,,state,nssp
539,sc,pct_ed_visits_covid,202249,202551,158,2.91,,,state,nssp
540,sd,pct_ed_visits_covid,202249,202551,158,1.62,,,state,nssp
541,tn,pct_ed_visits_covid,202249,202551,158,2.52,,,state,nssp
542,tx,pct_ed_visits_covid,202249,202551,158,2.39,,,state,nssp
543,ut,pct_ed_visits_covid,202249,202551,158,3.82,,,state,nssp
544,va,pct_ed_visits_covid,202249,202551,158,3.07,,,state,nssp
545,vt,pct_ed_visits_covid,202249,202551,158,2.48,,,state,nssp
546,wa,pct_ed_visits_covid,202249,202551,158,2.79,,,state,nssp
547,wi,pct_ed_visits_covid,202249,202551,158,2.44,,,state,nssp
548,wv,pct_ed_visits_covid,202249,202551,158,2.52,,,state,nssp
549,wy,pct_ed_visits_covid,202249,202551,158,2.85,,,state,nssp
550,ak,pct_ed_visits_covid,202250,202551,157,2.34,,,state,nssp
551,al,pct_ed_visits_covid,202250,202551,157,2.77,,,state,nssp
552,ar,pct_ed_visits_covid,202250,202551,157,2.19,,,state,nssp
553,az,pct_ed_visits_covid,202250,202551,157,4.13,,,state,nssp
554,ca,pct_ed_visits_covid,202250,202551,157,3.05,,,state,nssp
555,co,pct_ed_visits_covid,202250,202551,157,2.58,,,state,nssp
556,ct,pct_ed_visits_covid,202250,202551,157,3.82,,,state,nssp
557,dc,pct_ed_visits_covid,202250,202551,157,3.86,,,state,nssp
558,de,pct_ed_visits_covid,202250,202551,157,2.97,,,state,nssp
559,fl,pct_ed_visits_covid,202250,202551,157,2.41,,,state,nssp
560,ga,pct_ed_visits_covid,202250,202551,157,1.84,,,state,nssp
561,hi,pct_ed_visits_covid,202250,202551,157,2.47,,,state,nssp
562,ia,pct_ed_visits_covid,202250,202551,157,3.34,,,state,nssp
563,id,pct_ed_visits_covid,202250,202551,157,2.3,,,state,nssp
564,il,pct_ed_visits_covid,202250,202551,157,4.06,,,state,nssp
565,in,pct_ed_visits_covid,202250,202551,157,3.86,,,state,nssp
566,ks,pct_ed_visits_covid,202250,202551,157,3.12,,,state,nssp
567,ky,pct_ed_visits_covid,202250,202551,157,2.72,,,state,nssp
568,la,pct_ed_visits_covid,202250,202551,157,2.19,,,state,nssp
569,ma,pct_ed_visits_covid,202250,202551,157,3.86,,,state,nssp
570,md,pct_ed_visits_covid,202250,202551,157,3.82,,,state,nssp
571,me,pct_ed_visits_covid,202250,202551,157,2.14,,,state,nssp
572,mi,pct_ed_visits_covid,202250,202551,157,3.39,,,state,nssp
573,mn,pct_ed_visits_covid,202250,202551,157,2.74,,,state,nssp
574,ms,pct_ed_visits_covid,202250,202551,157,2.57,,,state,nssp
575,mt,pct_ed_visits_covid,202250,202551,157,2.84,,,state,nssp
576,nc,pct_ed_visits_covid,202250,202551,157,3.61,,,state,nssp
577,nd,pct_ed_visits_covid,202250,202551,157,3.58,,,state,nssp
578,ne,pct_ed_visits_covid,202250,202551,157,3.01,,,state,nssp
579,nh,pct_ed_visits_covid,202250,202551,157,2.77,,,state,nssp
580,nj,pct_ed_visits_covid,202250,202551,157,3.16,,,state,nssp
581,nm,pct_ed_visits_covid,202250,202551,157,3.41,,,state,nssp
582,nv,pct_ed_visits_covid,202250,202551,157,2.27,,,state,nssp
583,ny,pct_ed_visits_covid,202250,202551,157,2.84,,,state,nssp
584,oh,pct_ed_visits_covid,202250,202551,157,3.1,,,state,nssp
585,ok,pct_ed_visits_covid,202250,202551,157,3.14,,,state,nssp
586,or,pct_ed_visits_covid,202250,202551,157,2.6,,,state,nssp
587,pa,pct_ed_visits_covid,202250,202551,157,2.49,,,state,nssp
588,ri,pct_ed_visits_covid,202250,202551,157,2.61,,,state,nssp
589,sc,pct_ed_visits_covid,202250,202551,157,3.59,,,state,nssp
590,sd,pct_ed_visits_covid,202250,202551,157,1.58,,,state,nssp
591,tn,pct_ed_visits_covid,202250,202551,157,2.7,,,state,nssp
592,tx,pct_ed_visits_covid,202250,202551,157,2.52,,,state,nssp
593,ut,pct_ed_visits_covid,202250,202551,157,3.38,,,state,nssp
594,va,pct_ed_visits_covid,202250,202551,157,3.75,,,state,nssp
595,vt,pct_ed_visits_covid,202250,202551,157,2.68,,,state,nssp
596,wa,pct_ed_visits_covid,202250,202551,157,2.83,,,state,nssp
597,wi,pct_ed_visits_covid,202250,202551,157,2.67,,,state,nssp
598,wv,pct_ed_visits_covid,202250,202551,157,2.92,,,state,nssp
599,wy,pct_ed_visits_covid,202250,202551,157,2.36,,,state,nssp
600,ak,pct_ed_visits_covid,202251,202551,156,1.76,,,state,nssp
601,al,pct_ed_visits_covid,202251,202551,156,3.59,,,state,nssp
602,ar,pct_ed_visits_covid,202251,202551,156,2.65,,,state,nssp
603,az,pct_ed_visits_covid,202251,202551,156,3.83,,,state,nssp
604,ca,pct_ed_visits_covid,202251,202551,156,3.24,,,state,nssp
605,co,pct_ed_visits_covid,202251,202551,156,2.25,,,state,nssp
606,ct,pct_ed_visits_covid,202251,202551,156,4.63,,,state,nssp
607,dc,pct_ed_visits_covid,202251,202551,156,4.55,,,state,nssp
608,de,pct_ed_visits_covid,202251,202551,156,3.34,,,state,nssp
609,fl,pct_ed_visits_covid,202251,202551,156,2.75,,,state,nssp
610,ga,pct_ed_visits_covid,202251,202551,156,2.18,,,state,nssp
611,hi,pct_ed_visits_covid,202251,202551,156,3.2,,,state,nssp
612,ia,pct_ed_visits_covid,202251,202551,156,3.43,,,state,nssp
613,id,pct_ed_visits_covid,202251,202551,156,2.32,,,state,nssp
614,il,pct_ed_visits_covid,202251,202551,156,4.15,,,state,nssp
615,in,pct_ed_visits_covid,202251,202551,156,3.67,,,state,nssp
616,ks,pct_ed_visits_covid,202251,202551,156,3.15,,,state,nssp
617,ky,pct_ed_visits_covid,202251,202551,156,3.32,,,state,nssp
618,la,pct_ed_visits_covid,202251,202551,156,2.94,,,state,nssp
619,ma,pct_ed_visits_covid,202251,202551,156,4.54,,,state,nssp
620,md,pct_ed_visits_covid,202251,202551,156,4.44,,,state,nssp
621,me,pct_ed_visits_covid,202251,202551,156,2.36,,,state,nssp
622,mi,pct_ed_visits_covid,202251,202551,156,3.43,,,state,nssp
623,mn,pct_ed_visits_covid,202251,202551,156,2.96,,,state,nssp
624,ms,pct_ed_visits_covid,202251,202551,156,3.34,,,state,nssp
625,mt,pct_ed_visits_covid,202251,202551,156,2.68,,,state,nssp
626,nc,pct_ed_visits_covid,202251,202551,156,4.8,,,state,nssp
627,nd,pct_ed_visits_covid,202251,202551,156,2.9,,,state,nssp
628,ne,pct_ed_visits_covid,202251,202551,156,2.57,,,state,nssp
629,nh,pct_ed_visits_covid,202251,202551,156,2.97,,,state,nssp
630,nj,pct_ed_visits_covid,202251,202551,156,3.62,,,state,nssp
631,nm,pct_ed_visits_covid,202251,202551,156,3.23,,,state,nssp
632,nv,pct_ed_visits_covid,202251,202551,156,2.45,,,state,nssp
633,ny,pct_ed_visits_covid,202251,202551,156,3.16,,,state,nssp
634,oh,pct_ed_visits_covid,202251,202551,156,3.32,,,state,nssp
635,ok,pct_ed_visits_covid,202251,202551,156,3.04,,,state,nssp
636,or,pct_ed_visits_covid,202251,202551,156,2.58,,,state,nssp
637,pa,pct_ed_visits_covid,202251,202551,156,2.67,,,state,nssp
638,ri,pct_ed_visits_covid,202251,202551,156,3.33,,,state,nssp
639,sc,pct_ed_visits_covid,202251,202551,156,4.67,,,state,nssp
640,sd,pct_ed_visits_covid,202251,202551,156,1.54,,,state,nssp
641,tn,pct_ed_visits_covid,202251,202551,156,3.22,,,state,nssp
642,tx,pct_ed_visits_covid,202251,202551,156,3.19,,,state,nssp
643,ut,pct_ed_visits_covid,202251,202551,156,3.17,,,state,nssp
644,va,pct_ed_visits_covid,202251,202551,156,4.92,,,state,nssp
645,vt,pct_ed_visits_covid,202251,202551,156,3.04,,,state,nssp
646,wa,pct_ed_visits_covid,202251,202551,156,3.08,,,state,nssp
647,wi,pct_ed_visits_covid,202251,202551,156,2.62,,,state,nssp
648,wv,pct_ed_visits_covid,202251,202551,156,4.09,,,state,nssp
649,wy,pct_ed_visits_covid,202251,202551,156,2.52,,,state,nssp
650,ak,pct_ed_visits_covid,202252,202551,155,2.41,,,state,nssp
651,al,pct_ed_visits_covid,202252,202551,155,4.82,,,state,nssp
652,ar,pct_ed_visits_covid,202252,202551,155,3.34,,,state,nssp
653,az,pct_ed_visits_covid,202252,202551,155,3.61,,,state,nssp
654,ca,pct_ed_visits_covid,202252,202551,155,3.65,,,state,nssp
655,co,pct_ed_visits_covid,202252,202551,155,2.24,,,state,nssp
656,ct,pct_ed_visits_covid,202252,202551,155,5.46,,,state,nssp
657,dc,pct_ed_visits_covid,202252,202551,155,5.27,,,state,nssp
658,de,pct_ed_visits_covid,202252,202551,155,4.43,,,state,nssp
659,fl,pct_ed_visits_covid,202252,202551,155,3.65,,,state,nssp
660,ga,pct_ed_visits_covid,202252,202551,155,2.86,,,state,nssp
661,hi,pct_ed_visits_covid,202252,202551,155,3.45,,,state,nssp
662,ia,pct_ed_visits_covid,202252,202551,155,3.3,,,state,nssp
663,id,pct_ed_visits_covid,202252,202551,155,2.18,,,state,nssp
664,il,pct_ed_visits_covid,202252,202551,155,4.0,,,state,nssp
665,in,pct_ed_visits_covid,202252,202551,155,3.69,,,state,nssp
666,ks,pct_ed_visits_covid,202252,202551,155,3.08,,,state,nssp
667,ky,pct_ed_visits_covid,202252,202551,155,3.71,,,state,nssp
668,la,pct_ed_visits_covid,202252,202551,155,3.99,,,state,nssp
669,ma,pct_ed_visits_covid,202252,202551,155,5.37,,,state,nssp
670,md,pct_ed_visits_covid,202252,202551,155,4.79,,,state,nssp
671,me,pct_ed_visits_covid,202252,202551,155,2.46,,,state,nssp
672,mi,pct_ed_visits_covid,202252,202551,155,3.48,,,state,nssp
673,mn,pct_ed_visits_covid,202252,202551,155,2.9,,,state,nssp
674,ms,pct_ed_visits_covid,202252,202551,155,5.15,,,state,nssp
675,mt,pct_ed_visits_covid,202252,202551,155,2.88,,,state,nssp
676,nc,pct_ed_visits_covid,202252,202551,155,6.14,,,state,nssp
677,nd,pct_ed_visits_covid,202252,202551,155,2.98,,,state,nssp
678,ne,pct_ed_visits_covid,202252,202551,155,2.04,,,state,nssp
679,nh,pct_ed_visits_covid,202252,202551,155,3.25,,,state,nssp
680,nj,pct_ed_visits_covid,202252,202551,155,4.34,,,state,nssp
681,nm,pct_ed_visits_covid,202252,202551,155,3.44,,,state,nssp
682,nv,pct_ed_visits_covid,202252,202551,155,2.6,,,state,nssp
683,ny,pct_ed_visits_covid,202252,202551,155,3.46,,,state,nssp
684,oh,pct_ed_visits_covid,202252,202551,155,3.25,,,state,nssp
685,ok,pct_ed_visits_covid,202252,202551,155,3.81,,,state,nssp
686,or,pct_ed_visits_covid,202252,202551,155,2.6,,,state,nssp
687,pa,pct_ed_visits_covid,202252,202551,155,3.15,,,state,nssp
688,ri,pct_ed_visits_covid,202252,202551,155,4.09,,,state,nssp
689,sc,pct_ed_visits_covid,202252,202551,155,5.82,,,state,nssp
690,sd,pct_ed_visits_covid,202252,202551,155,1.04,,,state,nssp
691,tn,pct_ed_visits_covid,202252,202551,155,3.83,,,state,nssp
692,tx,pct_ed_visits_covid,202252,202551,155,4.14,,,state,nssp
693,ut,pct_ed_visits_covid,202252,202551,155,3.47,,,state,nssp
694,va,pct_ed_visits_covid,202252,202551,155,6.0,,,state,nssp
695,vt,pct_ed_visits_covid,202252,202551,155,2.85,,,state,nssp
696,wa,pct_ed_visits_covid,202252,202551,155,2.98,,,state,nssp
697,wi,pct_ed_visits_covid,202252,202551,155,2.77,,,state,nssp
698,wv,pct_ed_visits_covid,202252,202551,155,4.89,,,state,nssp
699,wy,pct_ed_visits_covid,202252,202551,155,2.02,,,state,nssp
700,ak,pct_ed_visits_covid,202301,202551,154,2.16,,,state,nssp
701,al,pct_ed_visits_covid,202301,202551,154,4.2,,,state,nssp
702,ar,pct_ed_visits_covid,202301,202551,154,2.82,,,state,nssp
703,az,pct_ed_visits_covid,202301,202551,154,2.71,,,state,nssp
704,ca,pct_ed_visits_covid,202301,202551,154,2.87,,,state,nssp
705,co,pct_ed_visits_covid,202301,202551,154,1.74,,,state,nssp
706,ct,pct_ed_visits_covid,202301,202551,154,4.73,,,state,nssp
707,dc,pct_ed_visits_covid,202301,202551,154,4.06,,,state,nssp
708,de,pct_ed_visits_covid,202301,202551,154,4.14,,,state,nssp
709,fl,pct_ed_visits_covid,202301,202551,154,3.44,,,state,nssp
710,ga,pct_ed_visits_covid,202301,202551,154,3.27,,,state,nssp
711,hi,pct_ed_visits_covid,202301,202551,154,3.05,,,state,nssp
712,ia,pct_ed_visits_covid,202301,202551,154,3.12,,,state,nssp
713,id,pct_ed_visits_covid,202301,202551,154,1.92,,,state,nssp
714,il,pct_ed_visits_covid,202301,202551,154,3.19,,,state,nssp
715,in,pct_ed_visits_covid,202301,202551,154,3.04,,,state,nssp
